Volatility 3 Framework 2.28.1

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x17f0be5c240	353	544	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	ProfSvc	User Profile Service	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\profsvc.dll
0x17f0be5c250	352	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Processor	Processor Driver	N/A	\SystemRoot\System32\drivers\processr.sys	-
0x17f0be58ab0	351	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	PrintWorkflowUserSvc	PrintWorkflow	N/A	%SystemRoot%\system32\svchost.exe -k PrintWorkflow	%SystemRoot%\System32\PrintWorkflowService.dll
0x17f0be5c0d0	350	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS|SERVICE_INTERACTIVE_PROCESS	PrintNotify	Printer Extensions and Notifications	N/A	%SystemRoot%\system32\svchost.exe -k print	C:\WINDOWS\system32\spool\drivers\x64\3\PrintConfig.dll
0x17f0be5b650	349	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	PptpMiniport	WAN Miniport (PPTP)	\Driver\PptpMiniport	\SystemRoot\System32\drivers\raspptp.sys	-
0x17f0be37040	79	1124	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	CoreMessagingRegistrar	CoreMessaging	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\coremessaging.dll
0x17f0be37050	78	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	condrv	Console Driver	\Driver\condrv	System32\drivers\condrv.sys	-
0x17f0be35500	77	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	COMSysApp	COM+ System Application	N/A	%SystemRoot%\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}	-
0x17f0be37ad0	76	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CompositeBus	Composite Bus Enumerator Driver	\Driver\CompositeBus	\SystemRoot\System32\DriverStore\FileRepository\compositebus.inf_amd64_9c1fb8f4db31c348\CompositeBus.sys	-
0x17f0be34330	75	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	cnghwassist	CNG Hardware Assist algorithm provider	N/A	System32\DRIVERS\cnghwassist.sys	-
0x17f0be34d80	74	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CNG	CNG	\Driver\CNG	System32\Drivers\cng.sys	-
0x17f0be35140	73	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CmBatt	Microsoft ACPI Control Method Battery Driver	\Driver\CmBatt	\SystemRoot\System32\drivers\CmBatt.sys	-
0x17f0be34240	72	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	ClipSVC	Client License Service (ClipSVC)	N/A	%SystemRoot%\System32\svchost.exe -k wsappx -p	%SystemRoot%\System32\ClipSVC.dll
0x17f0be33340	49	544	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	Browser	Computer Browser	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\browser.dll
0x17f0be704d0	534	436	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VMware Physical Disk Helper Service	VMware Physical Disk Helper Service	"C:\Program Files\VMware\VMware Tools\vmacthlp.exe"	"C:\Program Files\VMware\VMware Tools\vmacthlp.exe"	-
0x17f0be704e0	533	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	vmvss	VMware Snapshot Provider	N/A	C:\Windows\system32\dllhost.exe /Processid:{8D3A5A9B-89E5-438F-91EE-3BAF823F8A0F}	-
0x17f0be72ee0	532	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmusbmouse	VMware USB Pointing Device	N/A	\SystemRoot\System32\drivers\vmusbmouse.sys	-
0x17f0be4b040	258	1124	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	MpsSvc	Windows Defender Firewall	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\mpssvc.dll
0x17f0be4b050	257	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mpsdrv	Windows Defender Firewall Authorization Driver	\Driver\mpsdrv	System32\drivers\mpsdrv.sys	-
0x17f0be4a050	256	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MozillaMaintenance	Mozilla Maintenance Service	N/A	"C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe"	-
0x17f0be4b650	255	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mountmgr	Mount Point Manager	\Driver\mountmgr	System32\drivers\mountmgr.sys	-
0x17f0be49c90	254	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mouhid	Mouse HID Driver	N/A	\SystemRoot\System32\drivers\mouhid.sys	-
0x17f0be49510	253	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mouclass	Mouse Class Driver	\Driver\mouclass	\SystemRoot\System32\drivers\mouclass.sys	-
0x17f0be49240	252	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	monitor	Microsoft Monitor Class Function Driver Service	\Driver\monitor	\SystemRoot\System32\drivers\monitor.sys	-
0x17f0be4ad70	251	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Modem	Modem	N/A	system32\drivers\modem.sys	-
0x17f0be49ba0	250	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MMCSS	Multimedia Class Scheduler	\Driver\MMCSS	\SystemRoot\system32\drivers\mmcss.sys	-
0x17f0be4a6e0	249	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mlx4_bus	Mellanox ConnectX Bus Enumerator	N/A	\SystemRoot\System32\drivers\mlx4_bus.sys	-
0x17f0be49ab0	248	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	Microsoft Office Groove Audit Service	Microsoft Office Groove Audit Service	N/A	"C:\Program Files (x86)\Microsoft Office\Office12\GrooveAuditService.exe"	-
0x17f0be4c6d0	247	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mfewfpk	McAfee Inc. mfewfpk	\Driver\mfewfpk	system32\drivers\mfewfpk.sys	-
0x17f0be7e1d0	611	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WwanSvc	WWAN AutoConfig	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\System32\wwansvc.dll
0x17f0be7e1e0	610	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WUDFRd	Windows Driver Foundation - User-mode Driver Framework Reflector	N/A	\SystemRoot\System32\drivers\WUDFRd.sys	-
0x17f0be82510	609	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WudfPf	User Mode Driver Frameworks Platform Driver	N/A	system32\drivers\WudfPf.sys	-
0x17f0be77d50	608	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	wuauserv	Windows Update	N/A	%systemroot%\system32\svchost.exe -k netsvcs	%systemroot%\system32\wuaueng.dll
0x17f0be7ede0	607	13216	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	WSearch	Windows Search	C:\WINDOWS\system32\SearchIndexer.exe /Embedding	%systemroot%\system32\SearchIndexer.exe /Embedding	-
0x17f0be80a60	606	1064	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	wscsvc	Security Center	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\wscsvc.dll
0x17f0be80ee0	605	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ws2ifsl	Winsock IFS Driver	N/A	\SystemRoot\system32\drivers\ws2ifsl.sys	-
0x17f0be77e40	604	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WpnUserService	Windows Push Notifications User Service	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\WpnUserService.dll
0x17f0be631c0	413	544	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	ShellHWDetection	Shell Hardware Detection	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\shsvcs.dll
0x17f0be631d0	412	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	SharedRealitySvc	Spatial Data Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\SharedRealitySvc.dll
0x17f0be64cd0	411	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	SharedAccess	Internet Connection Sharing (ICS)	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\ipnathlp.dll
0x17f0be63050	410	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	sfloppy	High-Capacity Floppy Disk Drive	N/A	\SystemRoot\System32\drivers\sfloppy.sys	-
0x17f0be7e950	593	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	WlanSvc	WLAN AutoConfig	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\wlansvc.dll
0x17f0be7e960	592	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	wisvc	Windows Insider Service	N/A	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\flightsettings.dll
0x17f0be7f560	591	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WinVerbs	WinVerbs Service	N/A	\SystemRoot\System32\drivers\winverbs.sys	-
0x17f0be77300	590	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WINUSB	WinUsb Driver	N/A	\SystemRoot\System32\drivers\WinUSB.SYS	-
0x17f0be54c40	304	996	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	netprofm	Network List Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\svchost.exe -k LocalService -p	%SystemRoot%\System32\netprofmsvc.dll
0x17f0be54c50	303	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	Netman	Network Connections	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\netman.dll
0x17f0be71b50	561	2072	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	Wcmsvc	Windows Connection Manager	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\wcmsvc.dll
0x17f0be71b60	560	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	wcifs	Windows Container Isolation	\FileSystem\wcifs	\SystemRoot\system32\drivers\wcifs.sys	-
0x17f0be77990	559	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WbioSrvc	Windows Biometric Service	N/A	%SystemRoot%\system32\svchost.exe -k WbioSvcGroup	%SystemRoot%\System32\wbiosrvc.dll
0x17f0be713e0	558	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	wbengine	Block Level Backup Engine Service	N/A	"%systemroot%\system32\wbengine.exe"	-
0x17f0be70f60	557	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	WarpJITSvc	WarpJITSvc	N/A	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted	%SystemRoot%\System32\Windows.WARP.JITService.dll
0x17f0be70de0	556	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	wanarpv6	Remote Access IPv6 ARP Driver	N/A	System32\DRIVERS\wanarp.sys	-
0x17f0be764f0	555	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	wanarp	Remote Access IP ARP Driver	\Driver\wanarp	System32\DRIVERS\wanarp.sys	-
0x17f0be766d0	554	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WalletService	WalletService	N/A	%SystemRoot%\System32\svchost.exe -k appmodel -p	-
0x17f0be70ae0	553	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WacomPen	Wacom Serial Pen HID Driver	N/A	\SystemRoot\System32\drivers\wacompen.sys	-
0x17f0be802d0	585	1064	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	WinHttpAutoProxySvc	WinHTTP Web Proxy Auto-Discovery Service	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\winhttp.dll
0x17f0be802e0	584	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	WindowsTrustedRTProxy	Microsoft Windows Trusted Runtime Secure Service	\Driver\WindowsTrustedRTProxy	System32\drivers\WindowsTrustedRTProxy.sys	-
0x17f0be765e0	583	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	WindowsTrustedRT	Windows Trusted Execution Environment Class Extension	\Driver\WindowsTrustedRT	system32\drivers\WindowsTrustedRT.sys	-
0x17f0be778a0	582	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	WinDefend	Windows Defender Antivirus Service	N/A	"%ProgramFiles%\Windows Defender\MsMpEng.exe"	-
0x17f0be7f3e0	581	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	WIMMount	WIMMount	N/A	system32\drivers\wimmount.sys	-
0x17f0be76130	580	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WiaRpc	Still Image Acquisition Events	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\wiarpc.dll
0x17f0be7e7e0	579	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	WFPLWFS	Microsoft Windows Filtering Platform	\Driver\WFPLWFS	System32\drivers\wfplwfs.sys	-
0x17f0be76a90	578	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WFDSConMgrSvc	Wi-Fi Direct Services Connection Manager Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\wfdsconmgrsvc.dll
0x17f0be731e0	577	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	WerSvc	Windows Error Reporting Service	N/A	%SystemRoot%\System32\svchost.exe -k WerSvcGroup	%SystemRoot%\System32\WerSvc.dll
0x17f0be73060	576	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	wercplsupport	Problem Reports and Solutions Control Panel Support	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\wercplsupport.dll
0x17f0be734e0	575	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WEPHOSTSVC	Windows Encryption Provider Host Service	N/A	%systemroot%\system32\svchost.exe -k WepHostSvcGroup	%systemroot%\system32\wephostsvc.dll
0x17f0be73c60	574	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	Wecsvc	Windows Event Collector	N/A	%SystemRoot%\system32\svchost.exe -k NetworkService -p	%SystemRoot%\system32\wecsvc.dll
0x17f0be73ae0	573	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WebClient	WebClient	N/A	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\webclnt.dll
0x17f0be73960	572	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	wdnsfltr	Windows Defender Network Stream Filter Driver	N/A	system32\drivers\wdnsfltr.sys	-
0x17f0be75f50	571	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	WdNisSvc	Windows Defender Antivirus Network Inspection Service	N/A	"%ProgramFiles%\Windows Defender\NisSrv.exe"	-
0x17f0be73de0	570	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WdNisDrv	Windows Defender Antivirus Network Inspection System Driver	N/A	system32\Drivers\WdNisDrv.sys	-
0x17f0be768b0	569	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	wdiwifi	WDI Driver Framework	N/A	system32\DRIVERS\wdiwifi.sys	-
0x17f0be767c0	568	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WdiSystemHost	Diagnostic System Host	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\wdi.dll
0x17f0be407c0	180	544	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	IKEEXT	IKE and AuthIP IPsec Keying Modules	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\ikeext.dll
0x17f0be407d0	179	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	icssvc	Windows Mobile Hotspot Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\tetheringservice.dll
0x17f0be40f50	178	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ibbus	Mellanox InfiniBand Bus/AL (Filter Driver)	N/A	\SystemRoot\System32\drivers\ibbus.sys	-
0x17f0be45500	177	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaStorV	Intel RAID Controller Windows 7	N/A	System32\drivers\iaStorV.sys	-
0x17f0be44420	176	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaStorAV	Intel(R) SATA RAID Controller Windows	N/A	System32\drivers\iaStorAV.sys	-
0x17f0be44600	175	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSSi_I2C	Intel(R) Serial IO I2C Controller Driver	N/A	\SystemRoot\System32\drivers\iaLPSSi_I2C.sys	-
0x17f0be45320	174	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSSi_GPIO	Intel(R) Serial IO GPIO Controller Driver	N/A	\SystemRoot\System32\drivers\iaLPSSi_GPIO.sys	-
0x17f0be44f60	173	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_I2C_BXT_P	Intel(R) Serial IO I2C Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_I2C_BXT_P.sys	-
0x17f0be446f0	172	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_I2C	Intel(R) Serial IO I2C Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_I2C.sys	-
0x17f0be447e0	171	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_GPIO2_BXT_P	Intel(R) Serial IO GPIO Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_BXT_P.sys	-
0x17f0be456e0	170	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_GPIO2	Intel(R) Serial IO GPIO Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_GPIO2.sys	-
0x17f0be45d70	169	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iai2c	Intel(R) Serial IO I2C Host Controller	N/A	\SystemRoot\System32\drivers\iai2c.sys	-
0x17f0be44ba0	168	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iagpio	Intel Serial IO GPIO Controller Driver	N/A	\SystemRoot\System32\drivers\iagpio.sys	-
0x17f0be3fe60	167	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	i8042prt	PS/2 Keyboard and Mouse Port Driver	\Driver\i8042prt	\SystemRoot\System32\drivers\i8042prt.sys	-
0x17f0be3f5f0	166	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HyperVideo	HyperVideo	N/A	\SystemRoot\System32\drivers\HyperVideo.sys	-
0x17f0be3f230	165	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hyperkbd	hyperkbd	N/A	\SystemRoot\System32\drivers\hyperkbd.sys	-
0x17f0be3f140	164	N/A	SERVICE_BOOT_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hwpolicy	Hardware Policy Driver	N/A	System32\drivers\hwpolicy.sys	-
0x17f0be3ef60	163	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HwNClx0101	Microsoft Hardware Notifications Class Extension Driver	N/A	System32\Drivers\mshwnclx.sys	-
0x17f0be3ed80	162	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hvservice	Hypervisor/Virtual Machine Support Driver	N/A	system32\drivers\hvservice.sys	-
0x17f0be3ec90	161	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	HvHost	HV Host Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\hvhostsvc.dll
0x17f0be404d0	160	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	HTTP	HTTP Service	\Driver\HTTP	system32\drivers\HTTP.sys	-
0x17f0be3e9c0	159	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HpSAMD	HpSAMD	N/A	System32\drivers\HpSAMD.sys	-
0x17f0be3e8d0	158	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	HomeGroupProvider	HomeGroup Provider	N/A	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	-
0x17f0be41550	157	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	HomeGroupListener	HomeGroup Listener	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	-
0x17f0be41850	156	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HipShieldK	McAfee LLC. HipShieldK	N/A	\SystemRoot\system32\DRIVERS\HipShieldK.sys	-
0x17f0be3e330	155	2376	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	HipMgmt	McAfee Host Intrusion Prevention lpc Service	-	"C:\Program Files (x86)\McAfee\Host Intrusion Prevention\HipMgmt.exe"	-
0x17f0be41cd0	154	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidUsb	Microsoft HID Class Driver	N/A	\SystemRoot\System32\drivers\hidusb.sys	-
0x17f0be3eba0	153	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	hidserv	Human Interface Device Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	-
0x17f0be413d0	152	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidIr	Microsoft Infrared HID Driver	N/A	\SystemRoot\System32\drivers\hidir.sys	-
0x17f0be3e240	151	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hidinterrupt	Common Driver for HID Buttons implemented with interrupts	N/A	\SystemRoot\System32\drivers\hidinterrupt.sys	-
0x17f0be3e420	150	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hidi2c	Microsoft I2C HID Miniport Driver	N/A	\SystemRoot\System32\drivers\hidi2c.sys	-
0x17f0be3e150	149	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidBth	Microsoft Bluetooth HID Miniport	N/A	\SystemRoot\System32\drivers\hidbth.sys	-
0x17f0be3e600	148	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidBatt	HID UPS Battery Driver	N/A	\SystemRoot\System32\drivers\HidBatt.sys	-
0x17f0be3e060	147	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HDAudBus	Microsoft UAA Bus Driver for High Definition Audio	N/A	\SystemRoot\System32\drivers\HDAudBus.sys	-
0x17f0be3e6f0	146	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	gupdatem	Google Update Service (gupdatem)	N/A	"C:\Program Files (x86)\Google\Update\GoogleUpdate.exe" /medsvc	-
0x17f0be40ad0	145	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	gupdate	Google Update Service (gupdate)	N/A	"C:\Program Files (x86)\Google\Update\GoogleUpdate.exe" /svc	-
